DATE,MEAN_TEMP,MEDIAN_TEMP,VAR_TEMP,TOTAL_PRCP,MEAN_PRCP,MEDIAN_PRCP,VAR_PRCP,MIN_PRCP,MAX_PRCP,MIN,MAX
1950-01-31,37.728782001551586,38.9,422.4539401844502,119.92,0.0066452399423695,0.0,0.004800083282134198,0.0,2.68,-50.1,93.4
1950-02-28,39.59482811073928,39.8,269.7123500297808,79.53,0.004839062975357469,0.0,0.002962118128366167,0.0,1.65,-38.9,92.3
1950-03-31,42.962140327578574,42.7,238.03670169952434,111.07,0.006145971668880035,0.0,0.004163901661597996,0.0,2.09,-29.0,105.1
1950-04-30,51.90876669915716,51.6,169.31450742957102,88.57000000000001,0.005078263861017144,0.0,0.003135052647352624,0.0,2.44,-13.0,105.1
1950-05-31,62.57068676716918,62.7,130.0671321990487,100.64,0.005619207146845338,0.0,0.004967171980163125,0.0,4.53,12.0,108.0
1950-06-30,70.53922811059908,71.1,99.26752725713992,90.5,0.005213133640552995,0.0,0.004432041673225995,0.0,3.03,21.0,120.0
1950-07-31,73.05122656728041,73.5,56.90438448232064,167.29,0.009305779607275964,0.0,0.01111175657151191,0.0,3.82,32.0,118.0
1950-08-31,72.25229062673323,72.4,65.44451164219429,111.06,0.006159733777038269,0.0,0.006806739140646832,0.0,4.09,30.0,118.9
1950-09-30,66.022588978186,66.0,100.67175275487031,129.65,0.007442594718714122,0.0,0.01546753358945522,0.0,9.76,18.0,120.0
1950-10-31,60.314686764541065,61.0,106.913291151528,86.74,0.004860472935111509,0.0,0.005643093447890663,0.0,5.75,10.0,109.0
1950-11-30,45.291141732283464,45.3,214.9825942148717,92.83,0.005374594719777675,0.0,0.004152578100408945,0.0,2.91,-23.1,100.0
1950-12-31,37.182145057406885,37.0,220.73296672142436,104.85,0.005872304676561187,0.0,0.004186949078899006,0.0,2.6,-36.0,93.0
1951-01-31,36.020335547798666,37.0,276.44014834750914,84.23,0.004742146154712307,0.0,0.0024033708141089185,0.0,1.14,-52.1,90.0
